,source_sentence,label,human,time,location
2235,"In 1857 he moved to Frysztat, where he worked as notary.",career,he,1857,Frysztat
2236,"He was educated at Clinton Preparatory School, and received a B.A. from Yale University in 1867, where he was a member of Skull and Bones.",education,he,1867,Yale University
2237,"Richard Rainwater was born in Fort Worth, Texas, in 1944.",birth,Richard Rainwater,1944,Texas
2238,Teamed with Franz Schachner together they won the bronze medal in the men's doubles event at the 1976 Winter Olympics of Innsbruck.,competition,they,1976,Innsbruck
2239,"He returned for an October 15 show at the SPW Arena to face Andy ""Spicolli"" Mackenzie.",competition,He,October 15,SPW Arena
2240,"She was a member of legislative assemblies of Saurashtra, Bombay and Gujarat states  from 1952 to 1962.",career,She,1952 to 1962,Saurashtra
2241,"Jurji Zaydan was born on December 14, 1861 in Beirut to an Eastern Orthodox Christian family of limited means.",birth,Jurji Zaydan,"December 14, 1861",Beirut
2242,"In the summer of 2001, Collins worked as a Legislative Fellow for Senator Hillary Clinton in Washington, D.C.",career,Collins,the summer of 2001,Washington
2243,"He represented the constituency until his death in 1719.Cave died on 21 April 1719 aged 38, leaving heavy debts and was buried at Stanford, Northamptonshire.",death,He,21 April 1719,Stanford
2244,"In early January 1945, G?ring summoned Gollob to Karinhall, G?ring's estate northeast of Berlin, and read out selected excerpts from Galland's report to him and Gollob became infuriated with Galland.",movement,Gollob,January 1945,Karinhall
2245,Nagai was born in Kagoshima Prefecture on 26 January 1971.,birth,Nagai,26 January 1971,Kagoshima Prefecture
2246,"On 28 October 1676, he was consecrated bishop by Pietro Francesco Orsini de Gravina, Archbishop of Manfredonia, with Angelo della Noca, Archbishop Emeritus of Rossano, and Prospero Bottini, Titular Archbishop of Myra, serving as co-consecrators.",assembly,Prospero Bottini,28 October 1676,Manfredonia
2247,"Pedro de Heredia prepared a second expedition to the South Sea and in 1534 he reached the Sinú river, where he ransacked the indigenous peoples' tombs for gold.",attack,Pedro de Heredia,1534,South Sea
2248,"In 1926 he moved to Oslo, where he started playing for the club Lyn.",career,he,1926,Oslo
2249,"Eugene Leake was born in Jersey City, New Jersey on August 31, 1911, one of two sons born to Eugene W. Leake and Marion (Paige) Leake.",give birth,Marion (Paige) Leake,"August 31, 1911",Jersey City
2250,"At the age of 12, Burden had emergency surgery, performed without anesthesia, on his left foot after he was severely injured in a motor-scooter crash on the island of Elba.",accident,Burden,the age of 12,Elba
2251,Maria Sagheddu was born to shepherds in Dorgali on 17 March 1914 as the fifth of eight children to Marcantonio Sagheddu and Caterina Cucca.,birth,Maria Sagheddu,17 March 1914,Dorgali
2252,He was a probate judge of Monroe County from 1884 to 1890.,career,He,1884 to 1890,Monroe County
2253,"Calleja retook Guanajuato on November 25 and Guadalajara on January 21, 1811.Calleja",military,Calleja,November 25,Guanajuato
2254,"After returning from the United Kingdom, Nazir joined the corporate advisory department of Commerce International Merchant Bankers Berhad in 1989.",career,Nazir,1989,United Kingdom
2255,"In 1874, he established his own workshop in La Chaussée-Saint-Victor, where he worked until his death.",start org,he,1874,La Chaussée-Saint-Victor
2256,"Between 2013 and 2014, the drunken Kulesh killed three saleswomen in two stores in the Lida District, Grodno Region, after which he stole money and goods.",attack,he,Between 2013 and 2014,Lida District
2257,"From 1988 to 1997, Koestenbaum lived in New Haven, Connecticut.",settlement,Koestenbaum,From 1988 to 1997,Connecticut
2258,In April 1747 he transferred to HMS Centaur remaining in the West Indies.,military,he,April 1747,West Indies
2259,"After graduating from University College London, Lieber became a doctoral student at the Kaiser-Wilhelm Institute in 1936.",education,Lieber,1936,University College London
2260,"He was the eldest of five children and spent the first three years of his life in Quetta, India (now in Pakistan).",settlement,He,the first,Quetta
2261,"Working in collaboration with Macfarlane Burnet and Dora Lush at the Walter and Eliza Hall Institute, he mastered the technique of growing viruses in the membrane of a fertilised egg, and he published eighteen papers between 1936 and 1941.Keogh",career,Dora Lush,between 1936 and 1941.Keogh,Walter and Eliza Hall Institute
2262,"In 1888, at the artists' colony in Dachau, he met the painter, Emilie Pelikan, whom he married in 1891.",marriage,he,1891,Dachau
2263,"From age 7 to 14, he was raised on Montserrat, a volcanic island in the Caribbean.",settlement,he,age 7 to 14,Montserrat
2264,"Michelle Marie Pfeiffer was born on April 29, 1958, in Santa Ana, California, the second of four children of Donna Jean (née Taverna; 1932–2018), a housewife, and Richard Pfeiffer (1933–1998), an air-conditioning contractor.",birth,Michelle Marie Pfeiffer,"April 29, 1958",California
2265,"In 1984, after graduating from high school, he moved to Los Angeles, where he worked with Dick Berk, Pete Christlieb, Dave Pike, and Jack Sheldon, then a couple years later moved to New York City.",movement,Dave Pike,a couple years later,Los Angeles
2266,"Zumbach was shot down by a JG 3 Bf 109 over Dover on 9 May 1941 when returning from a mission, but he was again able to bail out unharmed.",attack,he,9 May 1941,Dover
2267,"On August 3, 2001, Qahtani at the age of 26 flew into Orlando, Florida, from Dubai.",movement,Qahtani,"August 3, 2001",Orlando
2268,"Lila Emma McCarty was born in Cheltenham on 22 September 1875, the seventh of eight children of Jonadab McCarthy and Emma (née Price).",give birth,Price,22 September 1875,Cheltenham
2269,Despite the scandal Mardyn remained at Drury Lane through Autumn 1818-1819 at a salary of ￡20 a week.,settlement,Mardyn,Autumn 1818-1819,Drury Lane
2270,In October 1988 Butcher was the subject of a police investigation when he kicked the referee's room door off its hinges after a match at Pittodrie.,competition,Butcher,October 1988,Pittodrie
2271,"He left Fort Riley as sergeant major of the 2nd Battle Group, 28th Infantry Regiment, for duty in West Germany in December 1958, and became the 24th Infantry Division's sergeant major in March 1963.Wooldridge",military,He,December 1958,Fort Riley
2272,sportspersonEugenijus Levickas (Russian name: Еугениус Левицкас; born 5 April 1941) is a Soviet rower from Lithuania.,birth,Levickas,5 April 1941,Lithuania
2273,"Daniel James Compton (January 28, 1915 – April 18, 1990) was a merchant and political figure on Prince Edward Island.",birth,Daniel James Compton,"January 28, 1915",Prince Edward Island
2274,In 2002 she graduated from Georgetown University with a degree in Women's Studies.,education,she,2002,Georgetown University
2275,"Thomas of Chobham (also called Thomas Chobham or Thomas of Chabham), was an English theologian and subdean of Salisbury, who was born c. 1160, presumably in Chobham, Surrey, England, and died between 1233 and 1236 in Salisbury, England.",birth,Thomas of Chabham,c. 1160,Chobham
2276,Eisenhower served initially in logistics and then the infantry at various camps in Texas and Georgia until 1918.,military,Eisenhower,1918,Texas
2277,"Despite these significant achievements, Thompson died in Montreal in near obscurity on 10 February 1857, his accomplishments almost unrecognised.",death,Thompson,10 February 1857,Montreal
2278,"In May 1994, right-wing extremist Masakatsu Nozoe fired a gunshot into the ceiling of a Tokyo hotel where Hosokawa was giving a speech, in apparent protest at Hosokawa's statements.",attack,Masakatsu Nozoe,May 1994,Tokyo
2279,"By the 1970s he had played with Jerome Richardson, Grady Tate, Mose Allison, Gato Barbieri, Gene Ammons, as well as with Eddie Vinson at the 1971 Montreux Festival, and on five albums of Steely Dan.",performance,Jerome Richardson,1971,Montreux Festival
2280,"They were married in 2000 at Cortina's estate ""Las Cuevas"".",marriage,Cortina,2000,Las Cuevas
2281,"In March 1795, she participated in a concert in the Stockholm Stock Exchange Building with her spouse and Marie Louise Marcadet, where each of them first performed alone, after which she accompanied the duet singing of her husband and Marcadet by playing the harp.",performance,Marcadet,March 1795,Stockholm Stock Exchange Building
2282,"Anna Zemanová (née Sedláková; born 12 September 1959 in Topo??any) is a Slovak environmentalist, folklorist and politician, who has sevrved as a member of the National Council since 2016.",birth,Sedláková,12 September 1959,Topo??any
2283,"Zellweger died in Alliance, Ohio, on August 7, 2022, at the age of 96.",death,Zellweger,"August 7, 2022",Alliance
2284,Dudko served time in the Mulawa Women's Prison from 1999 to 2006 before being released on parole.,justice,Dudko,1999 to 2006,Mulawa Women's Prison
2285,He graduated from the United States Military Academy with a B.S. degree in 1963 and served in the United States Air Force from 1963 to 1970.,education,He,1963,United States Military Academy
2286,"The Day family were of Epping, Essex, but moved to Leigh in Lancashire in 1914 where William Day took a post administering pensions and other dependent allowances.",career,William Day,1914,Leigh
2287,"Scholten died on 1 May 1895 in Groningen, at the age of 72.",death,Scholten,1 May 1895,Groningen
2288,"Claire Lambe (born 16 May 1990 in Dublin) is an Irish rower, who began rowing in 2005.",birth,Claire Lambe,16 May 1990,Dublin
2289,During the retreat he and some others of the 91st were cut off by the Japanese and delayed getting into Bataan in January where they found their former training camp had been taken over by the Japanese.,military,they,January,Bataan
2290,"In 1849, Pidgeon traveled to California as part of the California Gold Rush, but by the following year he had returned to New York.",movement,he,the following year,New York
2291,"artistAnke ""Birnie"" Rodenburg (born 1943, Doornspijk) is a Dutch sculptor known for representational figurative bronzes.",birth,"artistAnke ""Birnie"" Rodenburg",1943,Doornspijk
2292,"Between 1926 and 1944 Zuccarini continued to live in Rome, but there is no indication that he was involved in further acts of deemed antifascism.",settlement,Zuccarini,Between 1926 and 1944,Rome
2293,He completed a master's degree from the English and Foreign Languages University in 2004.,education,He,2004,English and Foreign Languages University
2294,"He was appointed the 2010 JD Stout Fellow at Victoria University, he was the 2014 Writer in Residence at the University of Waikato, and he was one of two Ursula Bethell Writers in Residence at the University of Canterbury in 2017.",career,he,2010,Victoria University
2295,He started to become involved with photography in 1986 and 1987 in the Seychelles.,education,He,1986,Seychelles
2296,"McLaughlin and her husband exiled in Estoril, Portugal in 1961 and relocated first to Panama and later to Miami, United States.",movement,McLaughlin,1961,Estoril
2297,"Ekaterina Zlatoustova was born on 22 September 1881 in Varna, Bulgaria and graduated from an elite girl's secondary school in Sofia, the capital of Bulgaria, in 1898.",birth,Ekaterina Zlatoustova,22 September 1881,Varna
